,message_id,participant,utt,start_timestamp,end_timestamp,corr_utt,Label,Score,Category,Note
106,dd8db8da-8bad-40dd-88ee-2722cdc3e199,GREEN_ASIST2,this is,17:19:00,17:19:00,,,,,
107,b35d3d56-cfdd-470e-b713-4b3f6f0b0dda,BLUE_ASIST2,E5 walking down the hallway this is blue,17:19:00,17:22:00,,35c,,info-provide,
108,98fb7ced-3bf4-473d-8e6b-afbd7dec63e1,BLUE_ASIST2,welcome back,17:27:00,17:28:00,,,,,
109,748a0808-b5d4-4e63-866f-a61d80bfd21e,GREEN_ASIST2,this is green you're a lifesaver,17:27:00,17:28:00,,,,,
110,e1df70c7-194d-4e1f-ade9-6472edccae72,RED_ASIST_2,this is red correct this is red to thank you very much I've lost,17:13:00,17:32:00,,,,,
111,84c01556-1195-41b5-99e4-da5dadb9f02d,BLUE_ASIST2,this is blue I do what I can,17:33:00,17:34:00,,,,,
112,48a19578-7667-4c03-90cc-e161b19cdf1b,RED_ASIST_2,jeepers,17:33:00,17:33:00,,,,,
113,a11d8b66-2dbd-4ed8-81ba-154409aa110e,GREEN_ASIST2,this is green I know that we can this is towards the Zone zone I'm going to take this to a and,17:35:00,17:41:00,,36a,,assert,
114,c625f512-3197-4979-8a90-bf68cd819388,GREEN_ASIST2,perfect this is,17:48:00,17:49:00,,37b,1.0,acknowledge,
115,632cafbe-a728-4361-af09-f4c25d526ed9,BLUE_ASIST2,this is blue I've gotten a lot scared,17:48:00,17:49:00,,38a,,assert,
116,031b8025-fed4-480d-b04d-9356b7b3c9a7,GREEN_ASIST2,this is green we got this we are capable we were very loved logic minded folks I'm going to start putting markers down every door I kind of memorize where this is,17:52:00,18:3,,38b.39a,1.0,acknowledge.assert,
117,2ae34065-52a9-4ac6-9c7a-3aeb5acbb6ea,RED_ASIST_2,this is red transporting critical to C,17:44:00,17:45:00,,37a,,assert,
118,5dfeab13-c50e-4cd9-a035-badaf57293a5,BLUE_ASIST2,this is blue on on the way,18:25:00,18:27:00,,40b,2.0,accept,
119,c850f69b-5d5f-49fc-b042-c68918aba488,RED_ASIST_2,this is red can I get blue I die one,18:11:00,18:24:00,,40a,,action-directive,
120,9e4042ce-46a4-4523-9d04-5fc21663b73d,GREEN_ASIST2,this is green there is two critical patients and j4 and I4 down the green hallway,18:34:00,18:44:00,,41a,,assert,
121,19ed16e4-a4fd-4382-bc1c-4f1ce72da558,BLUE_ASIST2,this is blue I'll take the A and then head towards I4,18:50:00,18:53:00,,41b,3.0,accept,
122,cd0cd7d6-43be-4beb-8ca5-6afb744fac5a,RED_ASIST_2,this is red GPS has backup,18:54:00,18:56:00,,42a,,assert,
123,cd039f1d-a258-4f10-b699-9cf5e9b6aed7,GREEN_ASIST2,oops this is green thank God,18:58:00,19:0,,42b,1.0,acknowledge,
124,8e05be27-8e41-41ab-9728-b78c513fd1ed,BLUE_ASIST2,is this blue go team,19:2,19:3,,,,,
125,97c5aee8-ee18-45bf-8899-7784a41346c3,BLUE_ASIST2,this is blue heading towards A4 or I4 for the double critical victims,19:5,19:9,,43a,,assert,
126,2ac7113b-ffd0-4572-87da-6a118db5aeb1,GREEN_ASIST2,green perfect,19:11:00,19:12:00,,43b,1.0,acknowledge,
127,3e4e4314-40a9-4f72-a585-7c1cad1faaed,GREEN_ASIST2,this is green we have three and a half minutes it seems,19:18:00,19:21:00,,44a,,assert,
128,2948abd7-2da0-40d4-9792-cf96d6e953e8,RED_ASIST_2,this is red stacked up on you this,19:11:00,19:13:00,,,,,
129,2d926930-cdde-4b57-8695-081ec4690142,BLUE_ASIST2,this is blue red I recommend we just hop drop these in the hallway let transporter take care of it and head over to j4 at across the hall,19:22:00,19:29:00,,45a,,assert,
130,9a0962a6-21f9-4175-b7b7-d1230fe39155,GREEN_ASIST2,this is green I agree with that plan and I am I believe I have no other markers to put down,19:34:00,19:40:00,,45b.46a,2.0,accept.assert,
131,36640159-2fe0-43d8-b83b-d1e220622e9c,GREEN_ASIST2,let me know if there's any other issues,19:43:00,19:44:00,,46a+,,assert,
132,40c11368-63d2-40c0-9d03-2a4b9c487628,BLUE_ASIST2,this is blue red could you just not forget to put the,19:43:00,19:46:00,,47a,,action-directive,
133,de6ec6c7-d5db-4a5d-b49b-189fc4614871,BLUE_ASIST2,on a marker on the one that I put out there I'm not sure whether is it,19:48:00,19:51:00,,47a+,,action-directive,
134,b81ecba5-ea93-4974-90e1-bd70601150d4,RED_ASIST_2,this is red I've already taken care of that but could you let me into j4,19:29:00,19:54:00,,47b.48a,2.0,info-provide.action-directive,
135,e53af0f5-6584-4fa5-9b8e-585d9433a139,BLUE_ASIST2,on my way,19:55:00,19:55:00,,48b,2.0,accept,
136,9b2aad2b-61d5-4148-8a32-6308d440871d,RED_ASIST_2,this is red blue would you take this C patient we've already taken the other one,20:8,20:13:00,,49a,,action-directive,
137,adf1bbc9-f646-45df-b098-14662f8d165f,BLUE_ASIST2,this is blue I'm taking the B patient all to the zone right here,20:15:00,20:18:00,,49b,2.0,info-provide,
138,97bd4ffc-492a-4f06-9c1e-f834b8c037fc,BLUE_ASIST2,this is blue two and a half minutes left,20:23:00,20:24:00,,50a,,assert,
139,3d72e0ed-b92e-4154-bd1f-6409102eea7f,RED_ASIST_2,this is red let's grab these two critical patients,20:31:00,20:33:00,,51a,,action-directive,
140,a28168c8-c017-465a-948d-76304f074e15,RED_ASIST_2,move them over,20:35:00,20:36:00,,51a+,,action-directive,
141,43195b2b-7c59-42ba-85d6-99c143797ad9,GREEN_ASIST2,oh,20:37:00,20:37:00,,,,,
142,3231bdb9-cdf7-496c-bbc0-b7a276302f1c,BLUE_ASIST2,this is blue,20:42:00,20:42:00,,52a,,action-directive,
143,a7c3dd0c-18c1-458f-be32-7115e32aa920,BLUE_ASIST2,red I think we should head over to the M block with the time that we have,20:44:00,20:48:00,,52a+,,action-directive,
144,c99b18b4-8cb1-424e-9ab7-fb96b914c9b0,RED_ASIST_2,this is red that sounds good to me,20:50:00,20:52:00,,52b,1.0,accept,
145,9de2f200-b7e9-4a87-8d35-b1741416f3cf,GREEN_ASIST2,this is green I'm going to play some safe victims right here outside Zone B,20:52:00,20:59:00,,53a,,assert,
146,0cdb8415-5cc9-45f5-804a-5947f09d588b,BLUE_ASIST2,red I'm gonna keep walking over there I'm going to go ahead and head down to the end block as well,21:2,21:7,,54a,,assert,
147,e5a64852-d403-4965-af81-aeded384b99a,RED_ASIST_2,this is red I'll take care of these ones here and then to know what they are after saving them if they are not B moving,21:11:00,21:17:00,,55a,,assert,
148,cc08868a-07fb-4329-aa62-9adfd912f433,BLUE_ASIST2,this is blue transporter could you go ahead and take those victims over there that he just healed up,21:17:00,21:23:00,,56a,,action-directive,
149,98cdbd30-b522-423e-81d0-b4a3eca3f03b,GREEN_ASIST2,this is green absolutely,21:25:00,21:25:00,,56b,1.0,accept,
150,ecacb192-a9c7-44a4-9771-c7882a836208,BLUE_ASIST2,I'm currently our this is blue I'm in L1 I have a critical and a normal patient,21:27:00,21:31:00,,57a,,assert,
151,9f205683-3a54-4909-a784-72562ee130cc,RED_ASIST_2,this is red come right here blue go if you would bring him out to the hallway please,21:34:00,21:40:00,,58a,,action-directive,
152,dc419242-a225-4bca-9fb1-eb572fde407d,BLUE_ASIST2,critical patient transport we're going to need a a South,21:41:00,21:44:00,,58b-1,2.0,info-provide,
153,b4a42204-2692-49e2-8529-15f5ca0e6412,BLUE_ASIST2,the bottom right,21:47:00,21:47:00,,58b-1+,2.0,info-provide,
154,abd5e6fb-c42c-40be-a5f3-d86134d0b89c,GREEN_ASIST2,bottom okay this is green absolutely I am in the top section so it's going to take me a little bit but I'm coming,21:50:00,21:56:00,,58b-2,2.0,accept,
155,93af0330-cfbb-4adb-a571-8015ae9e3e6d,RED_ASIST_2,this is red let's move to K2 blue,21:42:00,22:1,,59a,,action-directive,
156,09c0272e-c246-4bfa-9dfb-a2e4420625d5,GREEN_ASIST2,this is green what did you need me in the bottom right floor again,22:6,22:8,,60a,,info-request,
157,788d9229-deaf-405a-ade3-a1212f947d2e,BLUE_ASIST2,a critical patient,22:9,22:10:00,,60b,2.0,info-provide,
158,f9b8f846-8adb-4fb6-9761-6481efe51901,GREEN_ASIST2,this is green I C that copy that,22:17:00,22:19:00,,60c,,acknowledge,
159,1297b99b-9903-4067-be48-bdeb0b9766a8,RED_ASIST_2,this is red there should be a critical patient right in the hallway between K1 L1 area this is right I've also got a critical patient we're down to 30 seconds so I will also transport this victim,22:4,22:27:00,,61a,,assert,
160,96a63e38-ae55-4cd1-87c8-28dc5d4540ee,BLUE_ASIST2,blue just wanted to say in these final seconds I'm very proud of you all we may not have completed the entire assignment however this is much better than our first,22:31:00,22:38:00,,,,,post-game
161,b0cd947b-9b7d-4c9d-b346-ad248107fa92,GREEN_ASIST2,this is can we got some people here oops oh,22:49:00,22:55:00,,,,,post-game
162,103bb279-e2ca-411b-81cb-4c8316615ed1,RED_ASIST_2,this is red yeah we were over by one but we have more of the critical patients than we did last time this is red out,22:41:00,22:57:00,,,,,post-game
163,92cb48c8-385d-4ecd-b189-35f3aabae6cf,BLUE_ASIST2,this is blue I took a patient with me again I'm keeping him,22:59:00,23:1,,,,,post-game
164,540b020b-9b0e-48fa-afb1-7e5a763b62d2,RED_ASIST_2,yes cat,23:5,23:5,,,,,post-game
165,e84e6113-3af5-42ce-af44-7e2acb13bf49,BLUE_ASIST2,this is blue I finish the survey,1900-01-01 02:28:00,1900-01-01 02:29:00,,,,,post-game
166,bccf4301-2868-47a7-a079-e89f6f042382,RED_ASIST_2,this is red I finished the study,1900-01-01 04:20:00,1900-01-01 04:22:00,,,,,post-game
167,876304a8-e60f-4adc-abcc-136a0e1dc357,RED_ASIST_2,or survey,1900-01-01 04:24:00,1900-01-01 04:24:00,,,,,post-game
168,a860e834-61a1-40ea-be10-bd912c42ac04,GREEN_ASIST2,oh this is green,1900-01-01 04:37:00,1900-01-01 04:38:00,,,,,post-game
169,b35f1b71-2311-4ec8-9b2a-d1b48196b46f,GREEN_ASIST2,this is green just finished the survey,1900-01-01 04:53:00,1900-01-01 04:54:00,,,,,post-game
