message_id,participant,utt,start_timestamp,end_timestamp,corr_utt,label,AP,notes,sentiment,emotion,trial_id,team_id,ie_extraction
6667a93d-4f0c-4047-9474-219dd7dddde9,E000607,yeah that probably the place to go,10:39,10:44,,s^na,26b-1,,positive,joy,T000604,TM000202,Agreement
,E000649,,10:45,10:48,yeah,s^aa,26b-2,,,,T000604,TM000202,
1efc8576-0530-49d3-a496-e9358992dc2a,E000649,yeah this is medical someone join me in B6 of bacon,10:48,10:53,this is medic someone join me in B6 oh thank you,s^co^ft,27a,,,,T000604,TM000202,Agreement
9b0fde3c-e313-4dbd-b052-f3af5e2939e4,E000651,yeah,10:49,10:51,,s^aa,27b,,positive,neutral,T000604,TM000202,Agreement
4d02d514-62dd-40f9-89a1-6651b7eb1e1d,E000649,alrighty,11:8,11:11,,s^bk,,,,,T000604,TM000202,
aeeadc5a-5b09-451f-aa8f-3755445df656,E000607,are all three of these critical,11:8,11:11,,qy,28a,,negative,neutral,T000604,TM000202,
c65c790e-b2ca-49b0-a9ba-db6f557c1513,E000649,yep L3,11:14,11:17,yep all three,s^aa,28b.29a,,positive,neutral,T000604,TM000202,
72da3622-6561-45d2-9d64-8783d3968b89,E000607,okay Roger that I'll start moving them,11:11,11:15,,s^bk^cc,29b,,,,T000604,TM000202,"Agreement, Agreement, DeliberatePlan, MoveEntity"
b3e2acbc-fe11-4719-af64-e7e32579f905,E000649,engineer you close to A3 help me of the critical,11:26,11:30,engineer are you close to A3 to help me with a critical,qy,30a,,,,T000604,TM000202,HelpCommand
be099ff6-bdea-47c4-8fe7-623cbbb4a4a6,E000651,B3,11:28,11:32,,qy^bu^d,30b.31a,,,,T000604,TM000202,
d7145995-2055-4724-88e4-81dec337810f,E000649,oh I am also trapped in A3 A's and Adam,11:31,11:37,oh I am also trapped in A3 A as in Adam,s,31b.32a,,,,T000604,TM000202,AmTrapped
bd678a69-2c56-4ff1-97a9-059cd93327e5,E000651,all right,11:36,11:38,,s^bk,32b,,positive,neutral,T000604,TM000202,Agreement
65484232-29fb-4495-9628-14650c9b4fb8,E000651,all right,11:53,11:55,,s^t1,,not to anyone,,,T000604,TM000202,Agreement
689cddf9-afa7-4b4c-997f-5fb83b08e080,E000649,all right there's a critical that way this way,11:58,12:2,,s^bsc,,,negative,neutral,T000604,TM000202,"Agreement, KnowledgeSharing"
41fe800c-9da2-4ee5-b69e-d8465f8b8900,E000649,I'm going to put,12:26,12:28,,s^cc,,,,,T000604,TM000202,DeliberatePlan
6f3d8a72-617a-4877-8a61-84c784b4dd3d,E000649,the no victim sign next to the C ones just so there's a marker next to them,12:30,12:36,,s^df^e,33a,,positive,neutral,T000604,TM000202,"KnowledgeSharing, MarkerBlock"
be19ab7f-674a-4e2e-9351-81c4714f4696,E000649,it should be clear,12:42,12:45,this should be clear,s^t1,,,,,T000604,TM000202,
ddb0901c-7e13-4da7-ba36-84170f3b2649,E000607,okay,12:32,12:35,,s^bk,33b,,,,T000604,TM000202,Agreement
0a057d47-abba-4f27-bccb-34eb24ffcd75,E000607,another option you could do is since we don't need it right now do you want to put just like the SOS marker is down,12:36,12:46,another option you could do is since we don't need it right now | do you want to put just like the SOS markers down,s^df | qy^cs,33b+.34a,,,,T000604,TM000202,"NeedPresence, SOSMarker, YesNoQuestion"
cf49c532-eec7-4cb3-8875-8e1c1f6a97ba,E000649,yeah um | can someone come with me to B2,12:49,12:54,,s^aa | qy^co,34b.35a,,neutral,neutral,T000604,TM000202,"Agreement, MoveTo, YesNoQuestion"
d463342a-64d4-4e14-ac8a-6a505165b56e,E000651,D2 yeah,12:50,12:53,B2 yeah,s^aa^bk^m,35b-1.36a-1,,neutral,neutral,T000604,TM000202,Agreement
5281c692-7db3-4b3e-85d9-89e40c65b702,E000607,I'll be back there in a sec,12:48,12:51,,s^cc,35b-2.36a-2,,,,T000604,TM000202,
9b20adfb-b2c9-4544-b14d-98245ffdb597,E000649,engineer is coming I'm good,12:56,12:58,,s,36b,,,,T000604,TM000202,
05fdb639-c055-468c-bbea-3447b9480df1,E000607,okay and then yeah just the the SOS markers or something because,12:52,12:58,,s^df^e^na,37a,,,,T000604,TM000202,"Agreement, Agreement, MarkerBlock, Precedence, SOSMarker"
847a935b-24b0-4628-b093-877aafe00026,E000651,if my wish were walking past everything,12:55,13:1,,s,,unclear,neutral,neutral,T000604,TM000202,
e710d221-4461-4c1e-bdf9-5aea2dee60dd,E000649,right here,13:0,13:2,,s,,,,,T000604,TM000202,
89997678-dbc2-4c33-8b06-43460915c49f,E000649,yeah,13:2,13:4,,s^aa,37b,,,,T000604,TM000202,Agreement
b50e434d-5f86-4675-a3d1-5e5389f5bf6b,E000607,then we don't end up mistaking it for thinking we already cleared that spot,12:58,13:4,,s^e,37a+,,positive,neutral,T000604,TM000202,Precedence
d3b0128b-27b7-4cab-84f6-939f9a685500,E000649,gotcha,13:8,13:10,,s^bk,37b+,,,,T000604,TM000202,
c142385b-b59c-4e12-86f2-539490485b97,E000649,do you want me to put that next to the ones that,13:11,13:15,,qy,38a,,positive,neutral,T000604,TM000202,YesNoQuestion
249f2028-c7f0-478e-b61e-0ae98bae5443,E000649,armored A and B as well,13:15,13:18,are marked A and B as well,s^e,38a+,,,,T000604,TM000202,
be802f8a-3525-441d-a7eb-68d4a1abd04a,E000607,no you don't need to just the just the critical ones,13:11,13:17,,s^nd,38b.39a,,,,T000604,TM000202,Disagreement
3611c37d-608e-4ecd-87fa-3b29f1c42c4c,E000649,all right,13:19,13:21,,s^bk,39b,,,,T000604,TM000202,Agreement
fd4fc6ab-8905-44a3-b061-160756bb1e12,E000649,transporter was there another victim in b 1,13:27,13:31,,qy,40a,,neutral,neutral,T000604,TM000202,YesNoQuestion
11430d65-d933-4187-a68b-80f0e719f316,E000607,I don't believe so but I have zero confidence on that,13:25,13:31,,s^bd^nd,40b.41a,,,,T000604,TM000202,
f442d379-7c76-4063-aaef-14b89127bb33,E000649,okay because I went through earlier and I didn't see another one so I'm marking it clear for now,13:35,13:41,,s^bk^cc^df,41b.42a,,neutral,neutral,T000604,TM000202,Agreement
077556a1-081c-42d0-980b-46ff5e043200,E000607,okay,13:34,13:37,,s^bk,42b,,,,T000604,TM000202,Agreement
94570811-93df-4cc5-9b3c-9e19382dd5f0,E000607,I can do a quick run through here in a sec,13:39,13:43,,s^cc,,,neutral,neutral,T000604,TM000202,MakeCommitment
3895c5f6-e71f-47c2-9b6e-5c3b32087421,E000651,clear out D4 it now,13:47,13:52,I'll clear out D4 right now,s^co,43a,,,,T000604,TM000202,Clear
0744ed49-4c96-4c8e-84cf-ed1847f7bcef,E000607,awesome I'm double-checking B1,13:48,13:52,,s^ba^cc,43b,,neutral,neutral,T000604,TM000202,ReportLocation
a88aa408-cf9e-43f7-86c8-a43f8cefa64e,E000651,there is a critical and,13:59,14:2,there is a critical in,s,,,,,T000604,TM000202,KnowledgeSharing
131a9051-2022-4225-bb0e-52edc90b4722,E000651,critical and normal one and D4,14:2,14:6,critical and normal one in D4,s^e,,,negative,neutral,T000604,TM000202,
69ee0237-e255-4720-81c2-7d0f43cf3905,E000607,and then that B1 is totally clear,14:5,14:9,,s,,,,,T000604,TM000202,Precedence
d914a385-702a-4e3a-81d5-5211a674e371,E000649,transporter do you want to look at A4 as well when you have the chance | we have F4 i2a and M1,14:14,14:23,,qy^cs | s,44a,,,,T000604,TM000202,"KnowledgeSharing, KnowledgeSharing, Search, YesNoQuestion"
83812575-a042-4b76-9171-6db3ea2403ce,E000607,yeah,14:12,14:14,,s^aa,44b,,neutral,neutral,T000604,TM000202,Agreement
e42fd177-176c-4924-bbf9-f568d56e6cee,E000607,awesome I'll go and check F4 here next I'm just marking one last role of victim,14:16,14:22,,s^ba^cc,44b+.45a,,neutral,neutral,T000604,TM000202,"DeliberatePlan, DeliberatePlan, MoveTo, Search"
3589e8a8-7cfd-4a58-a75a-4abc83ad4f80,E000651,A4 has Rubble I'll come back over that one,14:21,14:27,F4 has Rubble I'll come back over that one,s^cc,45b.46a,,negative,surprise,T000604,TM000202,"DeliberatePlan, MoveTo"
8005e586-4729-429d-9b9d-18fbcb72a018,E000607,okay,14:23,14:25,,s^bk,46b-1,,,,T000604,TM000202,Agreement
fc9e3434-f1cb-4f22-b64e-341b36fc0b96,E000607,I'm going to move these ones down here these victims,14:25,14:30,,s^cc,47a,,,,T000604,TM000202,"DeliberatePlan, MoveTo, MoveVictim"
1b164749-baaa-4173-a662-00fdde44d935,E000649,all right,14:34,14:36,,s^bk,47b,,,,T000604,TM000202,Agreement
770de2d9-6281-447f-8fab-0f44f94ee6ff,E000607,medic do you need someone to wake up | uh correction there's rubble down here,14:41,14:46,,qy | s^bsc,48a,,,,T000604,TM000202,"KnowledgeSharing, NeedAction, YesNoQuestion"
41ea4613-6fc7-4c10-877a-63240f53b860,E000607,medic you're locked in,14:46,14:49,,s^e,48a+,,negative,surprise,T000604,TM000202,
f297b258-56ca-4174-a0f6-ab1e36304968,E000649,Alright noted,14:54,14:56,,s^bk,48b-1,,,,T000604,TM000202,Agreement
b0610913-5dc8-4ace-abe1-863b95935fca,E000651,which one,14:50,14:52,,qw,48b-2.49a,,neutral,neutral,T000604,TM000202,Question
64f54a8c-48c4-436d-adb8-7832e075dc66,E000607,right there,14:50,14:52,,s,49b,,,,T000604,TM000202,
e155f14d-90b0-425f-a5fa-89bece9e532b,E000649,I am putting a victim type A outside the door,14:56,15:1,,s^cc,50a,,neutral,neutral,T000604,TM000202,
5d8e0d20-daff-4b40-bf48-68962894eb97,E000607,okay I put an SOS down for you,14:54,14:59,,s^bk^cc,50b.51a,,,,T000604,TM000202,"Agreement, PlaceMarker, SOSMarker"
5e21fdef-a268-4749-934f-be04189c4f1e,E000649,appreciated there's also a critical victim in here someone,15:3,15:11,,s^co^ft,51b,,negative,neutral,T000604,TM000202,KnowledgeSharing
9cba35f8-65ff-4c43-9b2a-50793b05095c,E000651,c c a customer doesn't it,15:1,15:7,C C8 cuts through doesn't it,qy^d^g,52a,,,,T000604,TM000202,
8d4c69b9-3b62-4386-8c11-0d89d8595c21,E000649,yes,15:13,15:15,,s^aa,52b,,,,T000604,TM000202,Agreement
9112f279-bdf1-4ed3-8f50-06849daf594b,E000651,open through room country the top,15:7,15:11,open through come to the top,s^e,,hard to understand,,,T000604,TM000202,
8b6252b7-8ca1-4fb3-8795-9cd7c91920cd,E000607,I'm taking care of that a victim,15:10,15:14,,s^cc,,,positive,neutral,T000604,TM000202,
94fadbb5-2cc2-43d9-b21a-9d47bb339f5f,E000607,engineer you're on the way to the SOS right,15:15,15:20,,qy^d^g,53a,,neutral,neutral,T000604,TM000202,SOSMarker
4769188b-adb9-438f-88e3-57e45308c4a7,E000649,and engineer,15:21,15:24,,s.%-,,,,,T000604,TM000202,
46f8deda-e23e-42f1-be6b-4deb4b53da60,E000651,yeah I'm coming,15:21,15:23,,s^aa^cc,53b.54a,,,,T000604,TM000202,"Agreement, OnMyWay"
d47c71ce-fcd8-477e-9877-74df93dd3435,E000607,okay,15:20,15:22,,s^bk,54b-1,,positive,neutral,T000604,TM000202,Agreement
a89dcfbe-ebcf-4aa7-8b97-79fa3c02b3a8,E000649,when you come I have a critical victim in here,15:28,15:32,,s^e,54b-2,,,,T000604,TM000202,KnowledgeSharing
ca9df326-6114-45cd-ba8d-0cdb38dd5f5c,E000651,sorry I'm fine pass because the leg,15:27,15:31,sorry I'm fine passed it because the lag,s^df^fa,55a,,,,T000604,TM000202,
edf6d1d8-faa4-471d-8e39-525757f12196,E000649,you are good,15:35,15:37,,s^ba,55b,,positive,joy,T000604,TM000202,
50791468-e602-4287-a161-72daa6a51e76,E000651,C6 is clear,15:34,15:38,alright C6 is clear,s,,,positive,neutral,T000604,TM000202,RoomClear
5a43f9d3-e712-437f-abb0-b7fbf0f952fb,E000649,can you come in here enter here,15:41,15:44,can you come in here Engineer,qy^co,,,,,T000604,TM000202,"Enter, YesNoQuestion"
d2bc427c-6416-4406-af5e-86ac24f1393f,E000649,or yeah,15:45,15:48,,s^aa,,,,,T000604,TM000202,Agreement
79be58cd-828f-4401-a17f-e58636e9181f,E000607,and actually you will have an | engineer you can cover door just to let us out,15:37,15:43,,s | qy^co,,,,,T000604,TM000202,"DeliberatePlan, MakeCommitment"
0ff41d47-7949-42f2-b0fb-bb51c99946c0,E000607,perfect,15:53,15:55,,s^ba,,,positive,joy,T000604,TM000202,
7eb60733-e54b-438b-ba23-e9c95664f2c1,E000651,the one time I Stay,15:54,15:57,,s^j,,,,,T000604,TM000202,
3f9151cd-cc5a-4be2-80ff-5e095e77a313,E000649,thank you,16:1,16:4,,s^ft,,,positive,joy,T000604,TM000202,Gratitude
9b5f4681-852b-4d0a-b489-9f7eafd6c2d1,E000649,okay,16:8,16:11,,s^t1,,don't hear directed to anyone?,,,T000604,TM000202,Agreement
e820c5ba-174a-4479-89e5-ce18e46d7c63,E000607,and then yeah we've got most we got the left side clear doubt at this point,16:3,16:9,and then yeah we've got most we got the left side cleared out at this point,s^aa,56a,,positive,joy,T000604,TM000202,"Agreement, Precedence"
0d4ed2fc-d6ce-4580-b3ec-a513ede404f3,E000651,yeah,16:9,16:11,,s^aa,56b,,,,T000604,TM000202,Agreement
b487d7c9-56b7-4caf-94ef-c259306b6ec1,E000607,yo,16:10,16:12,,s.%-,,not sure,positive,joy,T000604,TM000202,
6d188c71-dec7-4842-9d27-40a3c9790a69,E000649,Ian just start running through the rest of the rooms engineer where are you,16:14,16:22,you want to just start running through the rest of the rooms | Engineer where are you,qy^cs | qw,57a,,,,T000604,TM000202,LocationQuestion
06e5da76-fff9-4d4f-9956-b4b4e7aeaae5,E000651,C I was gonna go over there,16:16,16:18,C8 I was gonna go over there,s,57b,,neutral,neutral,T000604,TM000202,
9a6dabc5-ec42-44da-bb13-6cde4a38f9f0,E000651,four,16:18,16:20,F4,s^e,,,,,T000604,TM000202,
7502733d-90c4-4e57-809b-a06f93027852,E000649,I am currently stuck in C3,16:25,16:29,,s,58a,,negative,neutral,T000604,TM000202,AmTrapped
56bce970-dfc8-47ed-b692-34ef43fa57d2,E000651,C3 k,16:23,16:25,,s^bk^m,58b,,,,T000604,TM000202,
f2fbf481-f91f-43f1-9612-84c42990b4b1,E000649,and there's also a critical in here,16:29,16:33,,s^e,,,negative,neutral,T000604,TM000202,KnowledgeSharing
4cfb54a1-cb92-481e-aa92-133b75a16530,E000649,and,16:34,16:36,,s^e.%-,,,,,T000604,TM000202,
66fe8448-9e0d-4ed7-bd32-58fe9be71df2,E000607,oh shit I just realized this is going to sound,16:27,16:31,,s^fe.%-,,,negative,surprise,T000604,TM000202,
1d82af2a-4fa5-42af-81a9-01643232dfd3,E000651,has you been revived yet or no,16:27,16:31,have you been revived yet or no,qr,59a,,,,T000604,TM000202,"Disagreement, YesNoQuestion"
0552bd15-cbb0-45c9-a458-d5cd6ca84811,E000649,uh no not yet I did,16:38,16:42,,s^ar,59b,"""I did"" seems to be a different statement?",negative,neutral,T000604,TM000202,Disagreement
d91f3bde-29f9-433a-b024-3b7351e89663,E000607,this is going to sound really dumb I just realized all the rooms have fucking labels on them,16:32,16:40,,s,,,negative,disgust,T000604,TM000202,
42bb5745-8f8e-4333-b1e8-65df6ecc4c54,E000649,well closer,16:47,16:49,little closer,s^co,,,,,T000604,TM000202,
6ad26472-ba3e-4144-a953-c8079a38313b,E000649,engineer can you come a little closer,16:50,16:53,,qy^co,,,,,T000604,TM000202,"MakeCommitment, YesNoQuestion"
7782fd65-a777-4e7d-bcd4-94cbfb6969fc,E000649,and engineer can you free me again,16:59,17:6,,qy^co,60a,,positive,sadness,T000604,TM000202,YesNoQuestion
,E000651,,16:47,16:50,yeah,s^aa,60b,,,,T000604,TM000202,
