message_id,Label,Score,Category,ie_extraction
6b7c6d25-bc9b-4233-abc3-d4647dc67c76,20b,1.0,acknowledge,"DeliberatePlan, MoveEntity"
c6477c61-3552-4b5e-b2b4-c0c4396405d3,20c.21a,NA,acknowledge.commit,Agreement
3deedb39-4fcd-4c18-a54e-496db7c42a56,22a,NA,assert,"KnowledgeSharing, Precedence, RoomClear"
6667a93d-4f0c-4047-9474-219dd7dddde9,22b-1,3.0,accept,Agreement
1efc8576-0530-49d3-a496-e9358992dc2a,22b-2.23a,1.0,accept.action-directive,Agreement
9b0fde3c-e313-4dbd-b052-f3af5e2939e4,23b,1.0,accept,Agreement
4d02d514-62dd-40f9-89a1-6651b7eb1e1d,23c,NA,acknowledge,
aeeadc5a-5b09-451f-aa8f-3755445df656,24a,NA,info-request,
72da3622-6561-45d2-9d64-8783d3968b89,25a,NA,commit,
c65c790e-b2ca-49b0-a9ba-db6f557c1513,24b,2.0,info-provide,"Agreement, Agreement, DeliberatePlan, MoveEntity"
b3e2acbc-fe11-4719-af64-e7e32579f905,25a,NA,action-directive,HelpCommand
d7145995-2055-4724-88e4-81dec337810f,25a+,NA,assert,AmTrapped
bd678a69-2c56-4ff1-97a9-059cd93327e5,25b,1.0,"accept,acknowledge",Agreement
65484232-29fb-4495-9628-14650c9b4fb8,25b+,1.0,"accept,acknowledge",Agreement
689cddf9-afa7-4b4c-997f-5fb83b08e080,25c.26a,NA,acknowledge.assert,"Agreement, KnowledgeSharing"
41fe800c-9da2-4ee5-b69e-d8465f8b8900,27a,NA,commit,DeliberatePlan
6f3d8a72-617a-4877-8a61-84c784b4dd3d,27a+,NA,commit,"KnowledgeSharing, MarkerBlock"
ddb0901c-7e13-4da7-ba36-84170f3b2649,27b,1.0,acknowledge,
be19ab7f-674a-4e2e-9351-81c4714f4696,28a,NA,assert,Agreement
0a057d47-abba-4f27-bccb-34eb24ffcd75,29a,NA,action-directive,"NeedPresence, SOSMarker, YesNoQuestion"
cf49c532-eec7-4cb3-8875-8e1c1f6a97ba,29b.30a,1.0,accept.action-directive,"Agreement, MoveTo, YesNoQuestion"
5281c692-7db3-4b3e-85d9-89e40c65b702,30b-1,2.0,accept,Agreement
d463342a-64d4-4e14-ac8a-6a505165b56e,30b-2,2.0,accept,
9b20adfb-b2c9-4544-b14d-98245ffdb597,31a,NA,assert,
e710d221-4461-4c1e-bdf9-5aea2dee60dd,31a+,NA,assert,"Agreement, Agreement, MarkerBlock, Precedence, SOSMarker"
05fdb639-c055-468c-bbea-3447b9480df1,31b.32a,1.0,accept.action-directive,
b50e434d-5f86-4675-a3d1-5e5389f5bf6b,32a+,NA,action-directive,Precedence
d3b0128b-27b7-4cab-84f6-939f9a685500,32b,1.0,accept,
c142385b-b59c-4e12-86f2-539490485b97,33a,NA,info-request,YesNoQuestion
249f2028-c7f0-478e-b61e-0ae98bae5443,33a+,NA,info-request,
be802f8a-3525-441d-a7eb-68d4a1abd04a,33b,3.0,info-provide,Disagreement
fd4fc6ab-8905-44a3-b061-160756bb1e12,34a,NA,info-request,YesNoQuestion
11430d65-d933-4187-a68b-80f0e719f316,34b,2.0,info-provide,
f442d379-7c76-4063-aaef-14b89127bb33,34c.35a.36a,NA,acknowledge.assert.commit,Agreement
077556a1-081c-42d0-980b-46ff5e043200,35b.36b,1.0,acknowledge.acknowledge,Agreement
94570811-93df-4cc5-9b3c-9e19382dd5f0,37a,NA,commit,MakeCommitment
3895c5f6-e71f-47c2-9b6e-5c3b32087421,38a,NA,commit,Clear
0744ed49-4c96-4c8e-84cf-ed1847f7bcef,38b.39a,1.0,acknowledge.commit,ReportLocation
a88aa408-cf9e-43f7-86c8-a43f8cefa64e,40a,NA,assert,KnowledgeSharing
131a9051-2022-4225-bb0e-52edc90b4722,40a+,NA,assert,
69ee0237-e255-4720-81c2-7d0f43cf3905,39a+,NA,commit,Precedence
83812575-a042-4b76-9171-6db3ea2403ce,40b,1.0,acknowledge,"KnowledgeSharing, KnowledgeSharing, Search, YesNoQuestion"
d914a385-702a-4e3a-81d5-5211a674e371,41a,NA,action-directive,Agreement
e42fd177-176c-4924-bbf9-f568d56e6cee,41b,3.0,accept,"DeliberatePlan, DeliberatePlan, MoveTo, Search"
8005e586-4729-429d-9b9d-18fbcb72a018,41b+,3.0,accept,"DeliberatePlan, MoveTo"
3589e8a8-7cfd-4a58-a75a-4abc83ad4f80,42a.43a,NA,assert.commit,Agreement
fc9e3434-f1cb-4f22-b64e-341b36fc0b96,44a,NA,commit,"DeliberatePlan, MoveTo, MoveVictim"
1b164749-baaa-4173-a662-00fdde44d935,44b,1.0,acknowledge,Agreement
770de2d9-6281-447f-8fab-0f44f94ee6ff,45a,NA,info-request,"KnowledgeSharing, NeedAction, YesNoQuestion"
41ea4613-6fc7-4c10-877a-63240f53b860,46a,NA,assert,
f297b258-56ca-4174-a0f6-ab1e36304968,45b.46b,1.0,acknowledge.acknowledge,Agreement
b0610913-5dc8-4ace-abe1-863b95935fca,47a,NA,info-request,Question
64f54a8c-48c4-436d-adb8-7832e075dc66,47b,1.0,info-provide,
e155f14d-90b0-425f-a5fa-89bece9e532b,48a,NA,commit,
5d8e0d20-daff-4b40-bf48-68962894eb97,48b.49a,1.0,acknowledge.commit,"Agreement, PlaceMarker, SOSMarker"
5e21fdef-a268-4749-934f-be04189c4f1e,49b.50a,1.0,acknowledge.assert,KnowledgeSharing
9cba35f8-65ff-4c43-9b2a-50793b05095c,51a,NA,info-request,
8d4c69b9-3b62-4386-8c11-0d89d8595c21,51b,1.0,info-provide,Agreement
8b6252b7-8ca1-4fb3-8795-9cd7c91920cd,52a,NA,commit,
94fadbb5-2cc2-43d9-b21a-9d47bb339f5f,53a,NA,info-request,SOSMarker
46f8deda-e23e-42f1-be6b-4deb4b53da60,53b,2.0,info-provide,"Agreement, OnMyWay"
d47c71ce-fcd8-477e-9877-74df93dd3435,53c,NA,acknowledge,Agreement
a89dcfbe-ebcf-4aa7-8b97-79fa3c02b3a8,54a,NA,assert,KnowledgeSharing
50791468-e602-4287-a161-72daa6a51e76,55a,NA,assert,RoomClear
5a43f9d3-e712-437f-abb0-b7fbf0f952fb,56a,NA,action-directive,"Enter, YesNoQuestion"
79be58cd-828f-4401-a17f-e58636e9181f,57a,NA,action-directive,"DeliberatePlan, MakeCommitment"
e820c5ba-174a-4479-89e5-ce18e46d7c63,58a,NA,assert,"Agreement, Precedence"
0d4ed2fc-d6ce-4580-b3ec-a513ede404f3,58b-1,1.0,acknowledge,Agreement
b487d7c9-56b7-4caf-94ef-c259306b6ec1,58b-2,1.0,acknowledge,
6d188c71-dec7-4842-9d27-40a3c9790a69,59a.60a,NA,commit.info-request,LocationQuestion
06e5da76-fff9-4d4f-9956-b4b4e7aeaae5,60b.59b,3.0,info-provide.accept,
7502733d-90c4-4e57-809b-a06f93027852,61a,NA,assert,AmTrapped
56bce970-dfc8-47ed-b692-34ef43fa57d2,61b,3.0,acknowledge,
f2fbf481-f91f-43f1-9612-84c42990b4b1,62a,NA,assert,KnowledgeSharing
66fe8448-9e0d-4ed7-bd32-58fe9be71df2,63a,NA,assert,
1d82af2a-4fa5-42af-81a9-01643232dfd3,64a,NA,info-request,"Disagreement, YesNoQuestion"
0552bd15-cbb0-45c9-a458-d5cd6ca84811,64b,2.0,info-provide,Disagreement
d91f3bde-29f9-433a-b024-3b7351e89663,63a+,NA,assert,
6ad26472-ba3e-4144-a953-c8079a38313b,64a,NA,action-directive,"MakeCommitment, YesNoQuestion"
7782fd65-a777-4e7d-bcd4-94cbfb6969fc,64a+,NA,action-directive,YesNoQuestion
972bf4b3-9ec3-490a-9d1b-cbe08df39442,65a,NA,assert,
7d0f3c94-980f-4a42-8d7f-0517c698ec5b,65a+,NA,assert,
7b86ec3b-cd18-464e-a296-1f1202d34f8b,66a,NA,assert,KnowledgeSharing
d7c107b1-b96f-46cc-9408-7d238974b298,67a.68a,NA,action-directive.assert,"ContingentPlan, ContingentPlan, KnowledgeSharing, LocationQuestion, MarkerBlock, NeedPresence, PlaceMarker, SOSMarker"
f04c3d2f-88d5-4829-9fb1-e51b7d82d168,67b.68b,1.0,accept.acknowledge,Agreement
1847a76e-a7b3-410c-930e-e75161bdb049,69a,NA,assert,
ac50229b-1ef2-42b7-9449-a913c3b04ceb,70a,NA,assert,KnowledgeSharing
ad7e0b04-7304-41db-a91d-41bba628b4c8,71a.72a,NA,assert.action-directive,"HelpCommand, ReportLocation"
af4da554-7c54-4625-aca1-792312d53776,73a,NA,assert,
43926418-99ba-49c2-b8f7-b96ed4e6b558,74a,NA,assert,AmTrapped
771aaedc-5076-456f-88ec-32e2e43ac0f7,73b,1.0,acknowledge,MakeCommitment
99ec0073-e8a4-40e9-a334-4d5d09f87ef8,75a,NA,assert,Agreement
2147676f-2be4-4a1e-a8b5-7471b44776e9,76a,NA,commit,
126d42d5-640f-45bd-80b6-5ebf9ef4f6c9,76b,1.0,accept,Agreement
0a274eb5-1040-41ab-87a3-591654d71ea3,76c,NA,acknowledge,Gratitude
f43bdf1b-a25b-4668-bfc3-ef0c254b2d2b,77a,NA,info-request,"Agreement, Sight"
8575808a-cd53-4b03-bf9f-be6c74b67b0a,78a,NA,assert,GPS
18db0cb4-3c39-492e-9067-2a6f2fcd0b87,78b,1.0,acknowledge,Agreement
6eb8a193-e5e5-4612-abea-3c518ef953ed,79a.80a,NA,assert.action-directive,
9a54e4a7-6ef2-49bf-aa56-b30f77183242,79b.80b,1.0,acknowledge.acknowledge,
d4263944-7d49-468e-89f7-788e7bda0658,81a,NA,info-request,YesNoQuestion
d72354df-fa55-41ce-88ef-fed21b02e1dd,82a,NA,assert,
bdd9e6af-7b6d-44e9-b667-47f054b16f17,82b,1.0,acknowledge,
be71c959-6299-4f29-bd9e-4e974515e475,83a,NA,commit,"DeliberatePlan, MoveVictim"
97830665-2451-41c4-9f6a-c4a7bea0c0f3,84a,NA,commit,"Agreement, MakeCommitment, Precedence, YesNoQuestion"
e02d270b-6e52-4e47-a6fe-525a3f08f2c6,83b.84b.85a,1.0,acknowledge.acknowledge.action-directive,MakeCommitment
4b56889e-09d9-4a9c-9332-088d3c71b382,85b,1.0,accept,Agreement
43e13360-4b3b-43ef-b395-8954bf84b8bf,86a,NA,assert,MakeCommitment
f6a22932-5f52-406e-abe0-30c9bf65e51b,87a,NA,assert,"AmTrapped, AmTrapped, RoleDeclare"
c39b57cb-c118-4b11-8f21-8461b18bac4b,87b,1.0,accept,Sight
b9838c92-6fc4-4464-9f35-9a11b405d187,89a,NA,assert,"Precedence, Sight"
30d6770a-971f-4ea7-81d6-6930d0b1434d,90a,NA,assert,
3ab9304e-f1d0-46ce-9979-b5867f02b471,90b.91a,1.0,acknowledge.action-directive,"Agreement, ContingentPlan, LocationQuestion, NeedAction"
c04e52ec-b25d-4ec9-b2bc-fd7ec398f734,91b,1.0,accept,Agreement
962ad1e3-e439-4dcd-94e4-d42c04f94aa6,92a,NA,action-directive,
650a7ac3-407a-47f0-bd44-33a8b3741904,92a+,NA,action-directive,"MoveTo, NeedAction"
ddd8ffa7-a5e5-4da6-b0a4-f3430872755d,92b,3.0,accept,Agreement
b84b6016-1d3d-4e94-b234-a53ef092c423,92b+,3.0,accept,Agreement
0641dce4-348b-4868-9add-0a40be3ff61d,93a,NA,assert,"Block, KnowledgeSharing, KnowledgeSharing, Precedence"
b17c9af4-1655-410d-bb6c-6008e9ef01c5,93b,1.0,acknowledge,
0eb8dec7-49f5-4c70-bb38-3a8ec47de62e,94a,NA,assert,Agreement
87e58fab-cb5e-4990-8a59-15c062b7f8af,94b.95a.96a,1.0,acknowledge.action-directive.assert,Agreement
0722f2de-5c69-449d-a197-7ddd4495bfd7,97a,NA,info-request,
d298381c-391d-4876-92dd-9a2e5c1ba5ab,98a,NA,action-directive,
fe45a7e9-d1e4-4ebc-9c68-497532ae17a9,99a,NA,assert,
bafe61f8-adec-4e91-adaf-d40eb602599e,99b-1,2.0,acknowledge,"Agreement, ContingentPlan"
3fed094b-deba-4de1-a4e4-6913130191d8,99b-2,1.0,acknowledge,Agreement
ead72fda-0e19-4b5e-a23b-35e8a836168b,100a,NA,action-directive,YesNoQuestion
8af4a097-73d4-467f-a642-d8368237e5cb,100a+,NA,action-directive,
54381369-ef4f-4ab6-ba69-742fe4f0ea38,101a,NA,assert,GPS
e0502209-1354-4d97-a343-dce8ade3eb4b,101b,1.0,acknowledge,Agreement
2e741816-c827-411f-94ab-9cba355b186d,102a,NA,assert,
0a334018-4661-4f9c-8623-7104c3d00cae,103a,NA,action-directive,"Clear, Instruction"
6e536581-7b53-4558-b4e7-9acc37d01204,103b,1.0,accept,"Agreement, GPS"
9b8ef893-8b26-4131-a375-db2b03859414,104a,NA,assert,"Agreement, KnowledgeSharing, SOSMarker"
e4b1d5ff-7ae2-4d82-98ea-cd8bcecb6869,105a.104b,1.0,info-request.acknowledge,Agreement
a5c78fbe-0c9f-4726-846e-b1f2e48e0418,105b,2.0,info-provide,
2009023e-9a51-4184-84f2-4fa534795e05,106a,NA,action-directive,YesNoQuestion
8e3a3d6a-f7eb-40ca-9b9d-dffb319fa514,107a,NA,assert,
42d2de7e-e27a-464c-a266-b124d3b8954b,107b.108a,1.0,acknowledge.action-directive,"Agreement, Instruction, MoveTo"
862b0480-0b0e-4f29-aed9-c3f62ed7bcf2,108b-1,1.0,accept,Agreement
470f5c15-64b6-41b8-ba65-0f7a532b65b3,108b-2,1.0,accept,
377686aa-a7bc-4535-8963-982379963466,109a,NA,assert,
38e6b318-b586-4421-ad2f-1e553bd3bced,110a,NA,assert,"KnowledgeSharing, Precedence"
4209b7fe-5e24-47df-bff7-6c16766e614f,111a,NA,assert,DeliberatePlan
92b9de7f-1d95-4d5d-9716-703975b351aa,111b,3.0,acknowledge,Instruction
5ac67f51-795a-42b0-8086-834161712231,112a,NA,assert,Agreement
41f40b38-bc5c-40c4-958c-b582bf9cb9ae,112b,3.0,acknowledge,"Agreement, KnowledgeSharing"
4f61f72f-de19-4856-b3dd-06bed89fa99c,113a,NA,assert,"Agreement, Instruction"
7ace6244-62b7-4341-8c06-f43f6f88b142,113b,1.0,acknowledge,"Agreement, TimeUnit"
458d9cfc-8461-466e-a481-287c1e469158,114a,NA,assert,Agreement
3db5e633-3aed-4ebd-bc35-e7795762b054,115a,NA,assert,
fbff5e7a-3b4f-4f0d-9e47-1068bda75418,114b.115b,1.0,acknowledge.acknowledge,MakeCommitment
a4c9e4be-912e-48c7-84da-aa5ff4c6db9d,116a,NA,commit,Agreement
56f0b796-e460-4903-809e-274430ec385e,116a+,NA,commit,
dbb6a0da-933f-4fc5-a105-e9587de332fa,116b.117a,1.0,accept.assert,Agreement
edbc8ccf-31e9-4a9e-8135-a6e7c6292062,118a,NA,action-directive,"KnowledgeSharing, KnowledgeSharing"
447957c6-67a8-4364-8912-303a64d070f8,118b,3.0,accept,"Agreement, DeliberatePlan, Precedence, Question"
ad642289-d715-4926-93a2-becd821a8e14,118c.119a,NA,acknowledge.commit,Agreement
788cc5e8-f13b-421f-b4da-ccbf06971ebf,119b,1.0,acknowledge,Agreement
0a73ec9f-5318-48fc-bfad-c6e31a468af5,120a,NA,assert,"ContingentPlan, KnowledgeSharing"
3cff63e4-7674-4555-8b2b-0c627f9b5686,120b.121a,1.0,acknowledge.assert,"Agreement, KnowledgeSharing, MoveTo, Precedence, ReportLocation"
295ca2de-c75c-41e2-a742-bc757a26b5eb,121b,1.0,acknowledge,Agreement
e6dee521-3ec1-4a22-8866-b8986996e49e,121c,NA,acknowledge,"Agreement, KnowledgeSharing"
52af1bd9-36e6-45bf-9b09-6ca1112a625e,122a,NA,assert,"Agreement, MoveTo"
d90ea148-511c-4c4c-9684-7749273f1e25,123a,NA,assert,
afb57b3f-ab4b-4a8c-bc37-7ce8f19b5bcb,124a,NA,assert,"Agreement, KnowledgeSharing"
7660eab6-355e-40bd-8d0b-bedff9ef1ee3,125a,NA,assert,
8f219116-aca3-438a-8fa0-03ae572327e9,125b,2.0,acknowledge,"MakeCommitment, TimeUnit"
4efd7d26-1226-4ac3-86d5-72145067f90a,126a.127a,NA,assert.action-directive,
8696e04c-089b-4895-8ce7-3c3fcbce8bd3,127b.128a,1.0,acknowledge.assert,"Agreement, KnowledgeSharing"
73360a49-41f1-4b10-8537-f6853fd86e50,129a,NA,info-request,Question
b496b0f9-8f60-4323-9ae5-477622c3ce5f,128b,3.0,follow-up-question,
6a81e914-9c65-4c5c-99d2-4b6fb9e16f53,128c.130a,NA,info-provide.info-request,Question
e281f85c-8841-4a1c-992c-fb98dff38302,130b,3.0,info-provide,
98d367ed-3ce8-4b58-9ff8-aa39a817a549,130c.131a,NA,acknowledge.commit,"Agreement, MoveTo, OnMyWay"
ea06de0a-688e-4510-9b88-4fb2af15242a,130b+,3.0,info-provide,ReportLocation
1f6c8df6-1af9-40d9-98d3-5e0ec7a29296,130c+,NA,acknowledge,Agreement
86038719-61e9-419f-b59c-f2d756fef358,132a,NA,assert,
2029376b-8b06-492a-b2b2-b9c4d3676271,132b,1.0,acknowledge,Agreement
3c5cbe8d-c735-426e-99f1-40758baf491a,133a,NA,assert,
6ec35475-9e16-4d60-acec-f6ceb1bb8c11,1a.2a,NA,assert.commit,"Damage, Damage, KnowledgeSharing, Meeting"
d0031507-f577-41f3-8654-dd21de2fd89a,1b.2b,3.0,acknowledge.acknowledge,Meeting
2e707066-c615-4d66-89af-8427e29e3b86,3a.4a,NA,assert.action-directive,"Agreement, Damage"
3b0ccb4b-4f11-4c01-bbdb-c7b114fcb122,4b-1,3.0,accept,
a39619d4-3554-4e32-9977-0878322ed4b6,4b-2,1.0,accept,"Agreement, Damage"
be169bf6-3517-42a4-9823-13a25e4ed9dd,4c,NA,acknowledge,Meeting
d87895e5-2162-4e82-9310-b04deb1da5b7,5a,NA,assert,"Agreement, Damage"
ea22d825-7695-4b3c-bddf-79adc9c17b0a,6a.7a,NA,action-directive.assert,Meeting
33014b66-8184-4249-8ff3-4c6e7a10a427,8a,NA,assert,Damage
917fad02-1451-4ca9-98d9-6aa4d387f552,9a,NA,commit,Meeting
840b3ca8-b1d2-402c-b072-9245f113d670,10a,NA,assert,"Agreement, Damage, KnowledgeSharing"
bdfed97b-eac7-4af9-98b2-ac870bf63183,11a,NA,commit,"Meeting, NeedAction"
7bb07035-c1f0-46b5-aa51-4a38dbfe52d0,12a,NA,commit,Agreement
baaf803d-9af9-4706-97bd-9599fbc69c51,12b,1.0,acknowledge,"Meeting, Meeting, Meeting"
9db3a404-b2d5-4ece-94ab-93358082ec74,13a,NA,assert,Agreement
7dcab85c-550a-44e9-a5db-b1db0ccb3888,14a,NA,assert,Agreement
4d1d8301-6fca-4f9f-a3d4-2672ec65a86a,15a,NA,action-directive,"Agreement, Damage"
b4111c44-8880-4c0c-98b3-2a14af56e863,14b,3.0,accept,Agreement
443fa649-11ab-4e60-bd06-98ae01b3afa9,14b+,3.0,accept,"Damage, Damage, KnowledgeSharing, KnowledgeSharing"
0f247ad4-f99c-47ce-9b1b-f4cf20a02d22,15a,NA,action-directive,Agreement
65c779cc-0849-420a-8df3-e861f1d3d5e2,15b,1.0,acknowledge,
1b819cdb-c086-4faf-bead-a6d70bf4f9b0,16a.17a,NA,assert.commit,MoveTo
2093b80f-ed7c-4da2-b31b-39dbee0d91a9,16a+,NA,assert,"DeliberatePlan, Meeting"
9161fdf8-9deb-4007-9f5b-e6dbbe46fc12,18a,NA,assert,Meeting
65e4efb5-8fbd-4fab-aa20-2021a6de4981,19a,NA,assert,Agreement
37b9bbe1-c2b4-4e18-b9c4-e19e885c1933,20a,NA,assert,"DeliberatePlan, HelpRequest, NeedPresence"
0f71a01c-b0e0-476d-8291-d18670aaf897,21a,NA,info-request,Agreement
4b38ccaa-0e8b-4e1c-bc43-417f32c05a4a,21b,2.0,info-provide,"KnowledgeSharing, MakeCommitment"
e043c080-fcea-4011-9acd-6dccf862033d,22a,NA,assert,"KnowledgeSharing, MakeCommitment"
bc7c03e5-cec1-4800-8e47-f3dc98e83ed4,23a,NA,assert,Agreement
6c253419-d173-4f6e-925a-daa890e51bfb,24a.25a,NA,assert.action-directive,Search
b3b12b7d-d05f-4bb7-88aa-c74da17d8929,26a,NA,assert,
727de69e-64ad-4267-9c42-d515217c733e,27a.28a,NA,assert.assert,"DeliberatePlan, MakeCommitment"
c2883478-b68b-41dc-9349-aa83b05eb07e,28b,1.0,acknowledge,OnMyWay
3d852631-0743-472a-ba5e-e90cc34f1515,29a,NA,commit,
7751f193-9331-4abb-843a-ac5b3d52de1f,30a,NA,assert,Agreement
677d9b99-39e3-4dec-b206-787e2f4bffc9,31a,NA,assert,
949eaca4-e4a9-40aa-86d8-fd561685d87e,32a,NA,assert,Agreement
537e03fe-f78f-470b-9f5e-66c1cc795e53,30b,3.0,acknowledge,KnowledgeSharing
b30b3ced-5895-46e8-9a79-0e27c06069d1,31a,NA,action-directive,LocationQuestion
4a32bcb9-69dc-448d-832a-e867a520ace6,31b,1.0,accept,"KnowledgeSharing, MoveTo"
70fa8f6a-4761-41e4-a927-fc4f95438f1c,32a.33a,NA,assert.info-request,
28ea2321-7374-469b-95c6-06b2ff53f38e,33b,2.0,info-provide,Agreement
04b5f881-bf80-479e-bee7-23de43a069f9,33c.34a.35a,NA,acknowledge.action-directive.assert,"HelpRequest, KnowledgeSharing, KnowledgeSharing, YesNoQuestion"
3904d275-1221-44ca-8806-bafe5b5a6bd3,35b,2.0,acknowledge,Agreement
24224b5d-bf0c-4a63-b792-7ebbd1bf2621,34b,2.0,accept,KnowledgeSharing
1ae3a63d-4ba2-422b-a902-0df63afa824e,36a,NA,action-directive,MoveTo
954dddf0-d134-4cd4-a89f-23709a31e5b2,37a,NA,assert,ReportLocation
847dc5a7-cd6a-41f4-b678-c2d9af5d8c78,37a+,NA,assert,
a26317d2-6f4e-4012-a85b-ded48009f32a,37a++,NA,assert,DeliberatePlan
76eaa81f-01ee-4f9f-9948-e78318c50bfa,38a,NA,assert,"Agreement, DeliberatePlan, HelpRequest, MoveTo, NeedPresence"
1a109dac-454b-4b7f-8f8a-7dab17b414a7,38b,1.0,acknowledge,MakeCommitment
d7faf533-7ba2-440b-8325-ecbc8cf91cb6,39a,NA,assert,"Agreement, NeedPresence"
13c2a26d-53c9-48a1-8d3c-3d3e84653288,39a+.40a,NA,assert.info-request,OnMyWay
a552dd5c-8fc3-435d-9a81-09d480dd0a47,41a,NA,info-request,
ad6e310b-a73f-4e0a-9f6a-5a885a151b13,42a,NA,assert,
72e12078-f302-4f81-ab9a-d83caa1ff353,43a,NA,assert,ReportLocation
fe95ec52-5b15-43e7-a2a5-5ae7d00546fe,44a.45a,NA,info-request.assert,YesNoQuestion
b3ab9696-924d-4900-8de3-afb61f753394,46a.47a,NA,assert.commit,KnowledgeSharing
5dc17931-70f6-4a67-8f4f-8f9c631ae622,46b.47b,1.0,acknowledge.acknowledge,
86e4b18a-37de-4ed1-97fe-8bd7dc37dcf3,48a,NA,commit,"Agreement, MoveTo"
333b9167-778a-484a-86f3-6f67a6cb04bd,49a,NA,assert,KnowledgeSharing
f463c186-e316-4631-906b-077fb6227a0e,50a.51a,NA,info-request.commit,
4b9fa938-0cfc-484d-be3c-6bf387a52b3c,52a,NA,assert,DeliberatePlan
160b1157-02dd-40f7-9c42-c17380e49a3f,53a,NA,info-request,Move
3054b290-9512-408b-9c7c-c5e34dce773d,53b,2.0,info-provide,YesNoQuestion
67be054a-c6b1-47db-a0a3-c11b68eea93b,54a,NA,assert,KnowledgeSharing
099864dc-8155-4f49-8494-feeec1a1d3fe,55a,NA,info-request,"KnowledgeSharing, KnowledgeSharing, YesNoQuestion, YesNoQuestion"
a3dcc15f-4466-4705-8371-1a97c8ff0377,55b,3.0,info-provide,
07de279a-8d78-4cfd-9c4d-c52baefffda7,56a,NA,assert,
040257d1-e7d7-4743-888b-82da7e208294,57a,NA,assert,NeedPresence
ff39bfd4-1b17-4583-9b9e-7dc8bd87b43f,58a,NA,action-directive,
11dc19f4-cd9c-421e-973a-00d2f13560a5,59a,NA,assert,YesNoQuestion
8884f4ac-0dde-44e8-ad6c-f8f1d2cea5d3,59b,1.0,acknowledge,"Question, YesNoQuestion"
d22999b9-a41b-4616-8edd-9ba4b036264c,60a,NA,assert,KnowledgeSharing
279781ab-4ee3-47eb-807c-f05db9db2aa5,61a,NA,assert,"Agreement, LocationQuestion"
8da3dcf0-9d09-4f70-9fdb-46448cf73dcf,60b.61b,3.0,follow-up-question.follow-up-question,
f680d8ca-bf99-4006-9a13-ee72e94a2e3a,62a,NA,assert,"HelpOffer, MakeCommitment, YesNoQuestion"
11f3ca85-de4c-4f41-bafd-76e8558c545b,63a,NA,assert,
eef08fb8-a03c-4ab3-89d9-fed9cb42118e,64a,NA,commit,Agreement
